,LabChemTestSID,LabChemTestName,Units,LOINCSID,LOINC,Component,TopSID,Topography,p1,p5,p10,p25,p50,p75,p90,p95,p99,n,min,max
443,585,ht,percentile,,14958-3,digital stadiometer,,height,2.813565271,4.111364805,5.553175566,25.31548025,47.81651426,81.06586459,93.52121963,99.18255105,99.62288959,20,2.489115387,99.73297423
444,534,height,percentile,,14957-5,height rod,,body,1.033379943,1.287203252,4.017587182,15.50493437,33.50515484,65.71892744,82.32249085,91.78903813,93.34386743,40,0.919247721,93.52163824
445,149,height,%,,14958-3,self-reported,,full-body,0.678318002,4.714167498,10.66366209,26.50433152,49.83474291,75.3215335,90.23742101,95.63627865,98.90833893,1375,0.089230101,99.85064563
446,11,height,%,,14957-5,stadiometer,,height,1.158337431,5.81410955,10.7105523,25.01990759,49.76464918,74.29489923,89.45108486,94.46119571,98.78229496,3134,0.053676666,99.99169628
447,226,height,percentile,,14957-5,self-reported,,height,8.48460949,9.630801357,10.18221782,12.68610259,36.02511911,75.82654188,88.70196634,92.53932713,93.90834605,17,8.198061523,94.25060078
448,254,height,%,,14957-5,stadiometer,,body,1.2334115,4.987245383,10.2396051,24.21138826,53.36888195,81.16468719,91.63854898,95.65658802,99.02507751,389,0.187895294,99.65799035
449,205,ht,percentile,,14958-3,height rod,,height,1.131696517,4.995343999,10.47787978,26.0938183,50.81787915,75.90847224,90.38874246,94.98011794,98.93139772,7200,0.003629924,99.9945495
450,115,height,quantile,,14957-5,self-reported,,full-body,0.010279196,0.048642811,0.098148996,0.252149249,0.506729045,0.750322649,0.900936344,0.95271072,0.988998664,7119,0.000520547,0.999996896
451,559,height,%,,14957-5,height rod,,body,5.547407313,11.4989183,15.90692197,29.30676656,50.95879528,74.15028272,89.18489858,95.73449382,98.19177464,71,0.984039502,99.98389893
452,151,ht,%,,14958-3,digital stadiometer,,body,1.3077601,5.200061686,9.966565056,24.19337169,49.66241132,74.4812329,90.0120869,95.2033239,98.80236533,7705,0.026234623,99.9919167
453,61,ht,percentile,,14958-3,digital stadiometer,,height,1.678774206,4.506377209,7.270018247,22.49051854,50.43618844,64.93092915,83.45661246,95.69258717,98.21412609,46,0.312553169,98.8121048
454,477,height,quantile,,14958-3,digital stadiometer,,body,0.014437523,0.048259803,0.086236103,0.319269538,0.489482243,0.764545235,0.848554365,0.866472932,0.925044768,62,0.011797144,0.948590735
455,246,ht,quantile,,14957-5,stadiometer,,body,0.007110903,0.058039257,0.092429593,0.221323431,0.480718876,0.709559998,0.898516647,0.939994087,0.987862006,211,0.004296386,0.994094709
456,546,height,%,,14958-3,height rod,,full-body,2.792550224,5.006723421,8.516884698,22.66634227,44.78211571,66.04092194,92.68261432,95.39470717,98.43803558,37,2.161816261,99.44252144
457,405,ht,%,,14957-5,digital stadiometer,,height,1.315140938,6.315026484,12.5359663,25.5835122,49.92637156,76.35405993,90.70316576,95.02635857,98.84052643,1143,0.129764975,99.84517975
458,215,ht,quantile,,14957-5,stadiometer,,full-body,0.040621578,0.0775833,0.158949576,0.258985183,0.491551039,0.652183725,0.763962632,0.842512351,0.947853324,28,0.039421491,0.976577846
459,63,ht,quantile,,14958-3,digital stadiometer,,body,0.007526075,0.047390315,0.103463955,0.24331168,0.497339061,0.750500313,0.901914387,0.951530937,0.990968576,1634,2.28E-07,0.999068063
460,353,ht,quantile,,14957-5,self-reported,,height,0.019353897,0.072796744,0.134900828,0.260070045,0.470080085,0.734835833,0.894550393,0.965083918,0.979509158,139,0.008073536,0.991575779
461,87,ht,%,,14957-5,height rod,,full-body,1.345083383,5.168203768,11.5219792,26.38662022,49.46180817,74.0351243,88.20178679,94.68820771,99.2498513,1633,0.059399445,99.97878709
462,244,ht,quantile,,14957-5,digital stadiometer,,full-body,0.046660662,0.058351015,0.072963956,0.331152095,0.49389923,0.748220109,0.851894303,0.884111318,0.909884929,11,0.043738074,0.916328332
463,361,height,percentile,,14958-3,stadiometer,,height,0.956999476,5.087319366,8.732895535,25.57973104,49.45084654,73.83558085,87.98303754,94.28922037,98.95435606,479,0.105064995,99.91310213
464,326,height,quantile,,14957-5,height rod,,height,0.008997354,0.016678985,0.035707281,0.108830851,0.4187017,0.74994823,0.892579856,0.954181499,0.990572591,29,0.008906059,0.997549732
465,10,ht,%,,14957-5,stadiometer,,height,1.178718202,5.412050601,9.936275006,25.72106175,49.28642636,74.09763602,89.01421525,94.69958052,99.22451329,1292,0.239092756,99.91182305
466,475,ht,quantile,,14957-5,self-reported,,body,0.014544584,0.070972584,0.121769985,0.235459889,0.514788838,0.757507868,0.886664434,0.949592969,0.992806535,292,0.005932804,0.997608096
467,122,ht,quantile,,14958-3,digital stadiometer,,height,0.004248132,0.038457536,0.092374364,0.313047369,0.525947111,0.735234926,0.855940697,0.915409639,0.963281108,152,0.003013714,0.993183063
468,550,ht,percentile,,14957-5,self-reported,,height,6.931814337,8.473331011,9.389803673,10.33978653,20.83943447,67.17243491,83.06819177,87.47866617,96.70686629,19,6.546435168,99.01391632
469,248,height,percentile,,14957-5,self-reported,,body,1.428211725,4.505730998,9.6910206,24.49281759,46.39905717,72.22005267,89.69457989,93.99804572,98.77179912,1116,0.083202005,99.8982971
470,197,height,percentile,,14957-5,height rod,,height,1.631458321,4.383022078,9.382373077,20.85586408,51.52914154,75.83295197,90.52339359,95.82470433,98.34893731,196,0.050442588,99.27446313
471,441,height,quantile,,14957-5,digital stadiometer,,body,0.034504098,0.05910025,0.07794784,0.293614783,0.521335482,0.712311413,0.877939561,0.927767264,0.983632789,32,0.027108219,0.998910267
472,293,height,quantile,,14958-3,stadiometer,,height,0.0113379,0.025385331,0.096952873,0.270923129,0.521534218,0.670715892,0.755287862,0.796117558,0.884462086,38,0.007405994,0.907824876
473,474,ht,quantile,,14957-5,height rod,,height,0.027205855,0.042585871,0.06181089,0.165684485,0.405837492,0.593343746,0.745684059,0.870095845,0.969625274,11,0.023360852,0.994507631
474,125,ht,percentile,,14958-3,height rod,,body,1.062842924,4.87674207,9.586452844,24.94047873,49.96686278,74.87722339,89.82694975,94.74980782,98.93702788,9180,0.000321049,99.99693128
475,388,ht,quantile,,14958-3,height rod,,height,0.013304928,0.048240607,0.10641564,0.237066452,0.504282511,0.716785402,0.886611917,0.944878706,0.988496919,360,0.002015033,0.998764732
476,539,ht,percentile,,14958-3,self-reported,,height,1.044450918,5.574707998,9.849188079,25.32103978,49.82045301,74.31276947,89.68457625,94.63556772,99.01241807,1499,0.110219911,99.89554269
477,206,height,quantile,,14957-5,digital stadiometer,,full-body,0.054742152,0.113991362,0.136516171,0.27510873,0.510422076,0.704675084,0.888914297,0.921731918,0.948736652,84,0.038158783,0.964283516
478,260,ht,%,,14958-3,digital stadiometer,,body,1.674228563,4.212270369,9.160816547,23.80145345,46.03205687,70.5215913,90.44464292,95.47771807,98.59172475,269,0.467255447,99.91671113
479,331,ht,%,,14957-5,digital stadiometer,,full-body,5.02425115,6.492290454,8.179827995,21.51008076,53.84747044,59.85837199,82.23351197,87.1916151,92.2978008,14,4.657241323,93.57434722
480,276,height,percentile,,14957-5,digital stadiometer,,body,1.067443598,5.322774926,10.36959348,24.84720757,50.29995196,75.67446502,90.22423552,94.87002853,99.1748091,2138,0.016526004,99.98024608
481,86,height,percentile,,14958-3,stadiometer,,body,1.743128396,6.423573184,10.54497674,25.24177214,49.89972189,74.25362668,91.84491381,95.05566912,99.02759288,196,0.746582122,99.83803096
482,594,ht,%,,14958-3,height rod,,full-body,0.923128267,4.924840127,9.46703117,23.57421893,49.39344562,73.70017623,90.14377326,95.07728047,99.10238508,2182,0.02543208,99.97357691
483,488,height,quantile,,14957-5,self-reported,,full-body,0.009162443,0.04727235,0.098290327,0.243265113,0.502197631,0.747522357,0.89815469,0.947854251,0.989773421,6295,5.72E-07,0.999879051
484,120,height,percentile,,14958-3,digital stadiometer,,full-body,1.364667618,6.167939117,12.01864936,25.57983222,49.86564161,72.33155189,89.58007723,95.44182911,98.84704436,1445,0.184386947,99.95290772
485,395,height,percentile,,14957-5,digital stadiometer,,height,1.422048839,5.610206338,8.759797724,19.38521853,40.79721926,61.46971891,88.77464274,93.7889336,97.41013698,66,0.977017679,99.22023214
486,420,height,percentile,,14957-5,digital stadiometer,,height,4.108456694,6.578985998,11.43009232,28.63183889,59.75199452,71.91591578,90.66560048,92.9206971,97.18751538,34,2.925384693,98.07069512
487,385,height,%,,14958-3,digital stadiometer,,body,0.963325226,4.933970205,9.330764336,25.12810526,48.56395299,74.77194383,89.87632968,94.95747245,98.61439879,2710,0.072490368,99.94942595
488,467,ht,percentile,,14957-5,self-reported,,full-body,1.165666698,5.491815086,9.53775529,24.75131129,49.41275553,74.39161401,89.78928953,94.71021327,98.99593396,1602,0.198530829,99.98979055
489,146,height,quantile,,14958-3,digital stadiometer,,body,0.012207712,0.050383446,0.101892836,0.257284853,0.504682427,0.745318483,0.899497838,0.953719999,0.990998118,4177,0.000475954,0.999980084
490,414,ht,quantile,,14958-3,self-reported,,full-body,0.121661078,0.152407771,0.190841137,0.234226626,0.251105445,0.542960305,0.85607818,0.862180772,0.867062845,11,0.113974405,0.868283363
491,221,ht,%,,14958-3,digital stadiometer,,body,1.200570721,4.807324306,9.738757958,25.1737167,50.87750607,76.06409444,90.55982783,95.51214169,99.0899261,4581,0.024268291,99.99972858
492,243,ht,%,,14958-3,self-reported,,body,2.503985918,5.040642281,7.136640091,33.817975,51.96594555,67.11133283,88.99399852,91.76899842,94.42573315,51,1.607138123,95.35833394
493,47,height,%,,14957-5,height rod,,full-body,2.471340278,7.411405214,12.89892083,32.26694701,53.29145528,80.40281085,91.95065533,96.65079829,98.99249766,81,0.870658328,99.32960937
494,399,height,%,,14957-5,digital stadiometer,,height,6.714998986,13.30293302,20.06983881,26.24730853,69.22116813,81.5912315,89.39130735,90.89994727,91.06179997,13,5.068015477,91.10226314
495,519,ht,quantile,,14958-3,digital stadiometer,,body,0.021764463,0.048233214,0.254763925,0.457358868,0.582767496,0.857155636,0.950585568,0.958318965,0.990763246,18,0.015147276,0.998874316
496,207,ht,percentile,,14958-3,height rod,,height,0.280658434,1.145056765,3.324408115,21.19957703,42.12583734,69.30651169,86.02516931,93.89495471,98.77984443,81,0.149819871,98.82425324
497,130,height,%,,14958-3,stadiometer,,full-body,1.017797708,4.89729223,9.950435805,24.40587706,49.76264226,75.3530164,90.35846442,94.87178894,98.78390316,9276,0.022103811,99.98116026
498,476,height,%,,14957-5,stadiometer,,body,4.860855144,7.288836905,9.449241277,17.94941533,33.03004636,60.02836751,65.78829997,68.73783606,72.07180635,13,4.253859704,72.90529892
499,280,height,quantile,,14958-3,height rod,,full-body,0.053425305,0.074164031,0.129215195,0.194124948,0.570732445,0.810548305,0.891749931,0.938734874,0.969638801,23,0.049083137,0.97730253
500,493,ht,quantile,,14957-5,digital stadiometer,,height,0.048029446,0.056185431,0.078639863,0.258414746,0.495142239,0.744986246,0.89103492,0.928698548,0.974581344,40,0.045855006,0.982551175
501,82,ht,percentile,,14957-5,stadiometer,,height,4.837689252,11.26917459,14.16451533,28.25697434,45.157494,62.02984265,94.12847861,94.82720709,96.23000322,34,1.903741129,96.91598866
502,347,height,percentile,,14957-5,height rod,,body,0.89528494,4.921555038,9.502042337,23.86889102,49.71274717,75.48418559,89.61043863,94.95047072,99.0690717,5322,0.011554838,99.99607848
503,582,height,quantile,,14957-5,stadiometer,,full-body,0.068273566,0.078964113,0.10083445,0.301661743,0.447754562,0.6599692,0.805722685,0.845800681,0.946738575,18,0.06560093,0.971973049
504,277,ht,%,,14957-5,digital stadiometer,,height,0.966101411,5.521439057,11.71989323,27.34988115,54.9477187,81.20687539,90.37140594,95.58249864,98.45697575,197,0.309163429,99.41154299
505,432,height,percentile,,14958-3,height rod,,height,1.151798055,4.778832994,9.614781698,24.78158943,49.69148799,75.16116168,90.065216,95.12323049,99.05640022,8154,0.016064518,99.99311659
506,138,ht,percentile,,14958-3,digital stadiometer,,body,0.981267577,4.571626129,9.877537185,26.03500319,49.43863888,74.87608369,90.52902904,95.38790028,99.08654023,2367,0.023855158,99.87802433
507,573,height,quantile,,14957-5,self-reported,,full-body,0.011368915,0.05358126,0.1085942,0.256092729,0.510810012,0.748728899,0.900973923,0.949370404,0.988771196,2218,0.000289735,0.999371736
508,360,height,quantile,,14958-3,stadiometer,,body,0.007482451,0.03953108,0.089198727,0.231923114,0.489878926,0.739543088,0.895998032,0.944998903,0.984705067,2808,4.20E-05,0.999880633
509,427,height,percentile,,14958-3,height rod,,full-body,0.943586023,5.161972607,10.14854811,24.42518367,49.50864631,74.24278389,89.41480622,94.39927219,98.84336246,3332,0.002814696,99.96109792
510,173,height,%,,14958-3,stadiometer,,full-body,1.846148306,9.573543875,13.5959204,31.01848415,49.94962902,76.47259811,90.82797045,95.63458078,99.28973059,200,0.037040661,99.69666915
511,366,ht,%,,14958-3,stadiometer,,height,1.020815364,4.576912285,9.322894815,23.91724767,47.7859471,73.86923235,89.56205403,95.19361854,98.95758001,2032,3.80E-05,99.9791248
512,329,ht,quantile,,14958-3,stadiometer,,full-body,0.096686672,0.256054804,0.426824738,0.599228367,0.678074194,0.776194568,0.831670686,0.907827276,0.979235434,12,0.056844639,0.997087473
513,350,height,%,,14958-3,digital stadiometer,,body,0.552940966,4.781862172,8.884798867,22.99813506,45.36098353,72.72095864,89.46792686,93.11726715,98.6573627,257,0.183634103,99.99354089
514,186,height,percentile,,14958-3,digital stadiometer,,height,0.802887909,3.380732626,10.43619928,25.54861023,52.33319682,77.691427,90.89366933,95.11092031,98.80539786,334,0.176663723,99.07883153
515,543,height,quantile,,14958-3,self-reported,,full-body,0.02195608,0.061188487,0.114850927,0.293537844,0.546631217,0.789235269,0.919297768,0.963023995,0.995363065,229,0.017004398,0.998004223
516,337,ht,percentile,,14958-3,height rod,,full-body,0.599542181,4.686057923,9.280981298,25.96191186,50.40285451,76.97410516,90.11828696,95.01742053,99.49959034,830,0.027302766,99.97574949
517,31,ht,quantile,,14957-5,height rod,,height,0.007737547,0.041972027,0.092718702,0.247646643,0.502197017,0.740707135,0.896701664,0.949649209,0.990536398,3439,5.02E-05,0.999956794
518,592,ht,quantile,,14957-5,self-reported,,height,0.002443166,0.01277096,0.046752997,0.196691476,0.364678728,0.726466656,0.859391834,0.909991837,0.970842801,41,0.002154848,0.973316036
519,238,ht,quantile,,14957-5,self-reported,,full-body,0.014633954,0.051685293,0.076410678,0.227846879,0.497754478,0.758245015,0.889034868,0.951449721,0.993686845,686,0.002690376,0.998635531
520,126,height,%,,14957-5,height rod,,body,1.508050619,6.431840927,9.209437047,26.06976652,49.60531981,77.57152528,88.68733007,93.46259829,99.00332465,387,0.825803045,99.94377324
521,98,ht,quantile,,14958-3,self-reported,,body,0.035678051,0.056549083,0.125861882,0.299119181,0.456147827,0.612394338,0.914689109,0.962694807,0.990231005,28,0.035154538,0.991254886
522,28,ht,quantile,,14958-3,self-reported,,full-body,0.005205429,0.058657664,0.118845623,0.238049187,0.453071971,0.772091711,0.916072719,0.962734369,0.99305198,248,0.000743113,0.997297756
523,250,ht,percentile,,14958-3,stadiometer,,full-body,0.485557198,6.34270964,10.22421892,24.96505124,49.1454059,72.75040779,90.0775621,95.07349653,98.63846942,332,0.02720435,99.5046689
524,524,ht,quantile,,14958-3,height rod,,height,0.012161167,0.053038815,0.101821177,0.248565542,0.505107512,0.755620596,0.904705025,0.952669069,0.990239671,3941,0.000325272,0.999573643
525,164,ht,%,,14957-5,height rod,,height,0.662843133,4.870364979,10.53506739,24.79352347,50.57069204,75.28404852,89.70868095,94.96989262,99.01720689,1725,0.031459669,99.97927189
526,387,height,percentile,,14958-3,self-reported,,height,0.949033976,4.734376296,9.29957242,24.14049996,48.13982705,73.60760392,90.21580837,94.9533762,98.90696186,2006,0.049432199,99.87252244
527,271,ht,percentile,,14957-5,stadiometer,,body,1.152072225,2.000672822,9.484390614,23.48327516,58.02715928,82.02077368,94.57193464,97.2288202,99.12932559,94,0.491818383,99.3119772
528,428,height,%,,14957-5,digital stadiometer,,height,1.047157645,5.312085966,10.18972944,24.97479363,49.74548765,75.53155267,90.20864034,95.3065399,99.17331761,4400,0.072049373,99.97704257
529,544,ht,quantile,,14958-3,height rod,,full-body,0.055143307,0.071900017,0.126471121,0.231945704,0.628435278,0.816774754,0.915834134,0.939863848,0.956220902,33,0.05157544,0.958424596
530,20,ht,quantile,,14958-3,digital stadiometer,,body,0.009611612,0.046618167,0.093023868,0.240427636,0.496288409,0.743192439,0.900389611,0.948490416,0.988646788,7119,0.000385742,0.99975101
531,16,ht,percentile,,14957-5,stadiometer,,body,1.056971538,4.922713495,10.38783176,25.72206212,50.68181075,75.15638235,89.9371312,95.02986449,99.04613645,6207,0.001658129,99.99751962
532,375,height,percentile,,14958-3,stadiometer,,body,0.150709426,5.035861873,9.442567717,24.50468768,52.76320639,78.08817722,92.1772861,95.78723481,98.98765974,149,0.057929414,99.72955169
533,105,ht,quantile,,14958-3,digital stadiometer,,body,0.073022883,0.161965468,0.281534451,0.32514297,0.647485901,0.797561197,0.896324424,0.946760848,0.97546534,20,0.050787236,0.982641463
534,547,height,percentile,,14958-3,height rod,,body,1.055299002,5.002696294,9.630913987,24.56592737,50.42383299,75.65524152,90.1696935,95.05878428,98.9573934,7260,0.00284327,99.9823547
535,208,ht,%,,14958-3,stadiometer,,full-body,6.340956716,9.597400703,22.48537127,41.64189614,56.74109864,77.54056229,82.19674718,88.06168284,95.21407536,28,5.20831231,96.73187154
536,133,ht,%,,14957-5,self-reported,,body,1.133733755,5.537334702,9.841171484,25.55419983,50.99058523,74.3527668,89.9656527,94.87386898,99.52987908,1841,0.010988972,99.99513343
537,391,ht,%,,14957-5,digital stadiometer,,height,2.029507668,6.826392896,11.37979773,26.66582583,49.78169267,73.64543523,88.23829749,93.57353987,98.76379711,790,0.09628744,99.79100356
538,418,height,percentile,,14957-5,stadiometer,,body,1.421076083,4.803244489,9.252644504,23.0888337,49.13248712,74.38482385,89.45644189,94.27106883,98.81364374,2182,0.005906391,99.92317461
539,278,height,percentile,,14957-5,stadiometer,,full-body,1.500556748,8.310728612,14.73486348,37.0479614,63.78158867,88.69548678,92.2689906,96.51693473,99.30012365,33,0.61358117,99.68228291
540,579,height,quantile,,14957-5,height rod,,body,0.006082428,0.03564794,0.081628705,0.205418219,0.454559979,0.695466715,0.892385209,0.949346833,0.993537492,216,0.001018473,0.999311906
541,57,ht,quantile,,14958-3,stadiometer,,full-body,0.008616308,0.050228085,0.105287507,0.255153246,0.503368054,0.75348628,0.897340836,0.94648598,0.988375979,8743,0.000174753,0.99975143
542,533,height,quantile,,14957-5,stadiometer,,height,0.009123966,0.054594011,0.120367297,0.257810231,0.495195192,0.753670166,0.91639337,0.95518481,0.991159933,1099,5.53E-05,0.998867309
543,536,ht,%,,14957-5,stadiometer,,body,2.7731033,6.312049193,10.76365003,27.18177187,54.59152346,77.22134688,89.76636303,95.03868653,98.32578949,249,0.272258313,99.93454121
544,252,ht,%,,14957-5,height rod,,height,1.31700589,5.223338253,9.534119807,24.85264262,49.98310204,74.99136855,89.85128919,94.87598997,98.92783748,4515,0.047724448,99.98883023
545,461,height,percentile,,14957-5,digital stadiometer,,height,4.764906802,7.587709553,18.56222512,26.27235555,52.34670579,78.20315516,87.59564062,90.09128499,93.9668039,45,3.686282325,95.03886371
546,374,height,%,,14958-3,digital stadiometer,,body,1.675284005,5.101672774,8.147445337,17.93004346,53.10237522,76.30107349,89.27621288,97.09256575,99.34745308,147,1.184034575,99.92407748
547,198,ht,quantile,,14957-5,self-reported,,height,0.008916157,0.046915575,0.0873597,0.231696735,0.484231108,0.745832187,0.899424799,0.954999249,0.990273647,1504,0.00030302,0.999128504
548,55,height,percentile,,14958-3,digital stadiometer,,height,0.415956832,2.161718289,9.421475012,24.64419595,53.51416297,76.9231672,90.27936808,93.65742462,97.8849758,168,0.059909634,99.58728611
549,227,ht,quantile,,14958-3,stadiometer,,full-body,0.027067432,0.077859711,0.111114394,0.19393863,0.480367176,0.826365122,0.910846927,0.93959438,0.967704377,51,0.02592234,0.97911548
550,73,ht,%,,14957-5,height rod,,full-body,0.843093368,4.019993329,10.7831077,27.37118484,51.68441525,74.88053661,91.62273592,95.71244197,99.25458691,889,0.12029524,99.83670753
551,532,height,percentile,,14958-3,digital stadiometer,,full-body,1.030896701,4.726243907,9.768347049,25.07288154,50.02093611,74.64279025,90.559771,95.27259097,98.83107557,2737,0.06062109,99.99481358
552,403,height,percentile,,14957-5,digital stadiometer,,height,0.111725085,5.463313728,17.80759488,22.00785021,47.19164467,69.30419266,88.78338116,94.15346331,96.14138679,39,0.020418926,97.18545258
553,434,height,percentile,,14957-5,height rod,,full-body,0.932630159,4.507306647,9.670103428,25.31533228,50.76338766,75.58253987,90.2036668,95.14300297,98.93371357,4343,0.025948297,99.96185969
554,21,ht,percentile,,14957-5,digital stadiometer,,body,2.893042334,3.801975237,7.981826651,19.97652281,54.07970256,69.45411306,81.28071472,90.64331659,92.05441977,19,2.665809108,92.40719556
555,46,ht,quantile,,14957-5,stadiometer,,body,0.012701972,0.047310832,0.092364902,0.233615187,0.480426385,0.754135738,0.889332658,0.948877059,0.988048976,1167,4.39E-05,0.996018334
556,24,height,percentile,,14957-5,stadiometer,,height,18.00649124,19.55007052,20.91742777,22.4458005,36.15902663,86.15375352,91.36320018,94.93662687,97.74108893,13,17.62059642,98.44220444
557,285,height,quantile,,14958-3,height rod,,height,0.010673017,0.075490742,0.120806867,0.274505118,0.548838645,0.786266637,0.926921405,0.951976752,0.96309215,102,0.000471156,0.985049495
558,597,height,percentile,,14958-3,self-reported,,full-body,9.669516648,10.25884026,15.70486963,28.68872514,51.38148153,71.92547349,92.7441374,95.13537944,98.53969969,30,9.47718755,99.22373853
559,150,ht,percentile,,14958-3,height rod,,body,0.890975095,5.011841934,10.54906799,26.18123797,50.78915923,75.41112913,89.11320521,94.6527562,98.96056555,3421,0.018306629,99.88644626
560,230,height,quantile,,14958-3,stadiometer,,body,0.008857756,0.063002063,0.103893367,0.270795915,0.434458268,0.736966224,0.909780615,0.953706543,0.983741286,172,0.003822878,0.9935307
561,225,height,quantile,,14958-3,stadiometer,,full-body,0.008918475,0.054403185,0.107601591,0.256667481,0.510341867,0.753372452,0.899597025,0.947208165,0.991150911,3426,0.000297776,0.999989205
562,311,ht,%,,14958-3,stadiometer,,height,1.669023299,4.959979381,8.561289937,20.23148974,44.2140294,70.51342156,88.71940485,92.54481187,98.05509526,116,1.311582963,98.67329046
563,520,ht,quantile,,14957-5,self-reported,,height,0.009663943,0.031845175,0.074659512,0.256555125,0.491148459,0.739331155,0.88112919,0.933114966,0.969877039,201,0.006561938,0.989588004
564,33,ht,percentile,,14957-5,stadiometer,,full-body,0.594565874,4.68592053,9.827105681,24.61232855,49.97893278,74.83057839,90.01141916,95.20826692,99.10022085,4058,0.026078204,99.99949197
565,213,height,quantile,,14957-5,height rod,,full-body,0.009757961,0.047676258,0.093820142,0.260927703,0.532307156,0.776874748,0.924639523,0.966373308,0.991470302,398,0.00077223,0.998970589
566,458,ht,quantile,,14957-5,stadiometer,,body,0.009349888,0.050821652,0.101437037,0.243823783,0.489770262,0.739927341,0.89941542,0.95272466,0.991383853,5410,0.000519646,0.99978227
567,233,ht,%,,14958-3,self-reported,,full-body,1.07706312,3.069664925,6.652101396,35.98344623,63.05781231,78.4527368,90.00618073,91.51180084,94.70429264,33,0.534813357,95.43230509
568,242,height,%,,14957-5,digital stadiometer,,height,2.897667371,8.463234961,9.94988862,16.78431785,46.31160833,66.12136776,91.21320862,92.72604858,96.75359071,24,1.283342806,97.95574795
569,273,height,percentile,,14957-5,self-reported,,height,0.880214225,4.140605489,6.82522126,20.14611264,55.89860489,83.10335799,97.23889678,98.41566882,99.02915207,32,0.334311476,99.05288871
570,36,height,percentile,,14957-5,stadiometer,,body,1.034141043,6.147535069,13.08710405,26.57329316,53.00589626,74.01327246,90.63392356,95.34573099,99.0990952,349,0.391387305,99.99775938
571,203,ht,quantile,,14957-5,self-reported,,body,0.01200226,0.081261194,0.133079492,0.27476029,0.499728332,0.742379154,0.913861839,0.956596234,0.988919602,422,6.55E-05,0.999703038
572,15,ht,percentile,,14958-3,height rod,,height,0.51506312,3.809946644,6.315071145,22.83120876,51.88067405,76.64402876,90.61025781,95.63403833,98.9389088,228,0.034564906,99.69176838
573,292,height,quantile,,14957-5,self-reported,,body,0.006259353,0.045839399,0.101798379,0.260525016,0.508315246,0.745762504,0.899957447,0.953084352,0.988361182,1951,6.18E-05,0.999881835
574,521,height,percentile,,14957-5,digital stadiometer,,body,1.022620989,5.256558005,10.06550697,24.84103609,49.98078265,74.71603469,90.17586625,95.18053087,99.07270703,8773,0.010706787,99.98157134
575,131,ht,percentile,,14957-5,digital stadiometer,,body,9.195353585,13.56536134,20.35845493,32.84533771,57.21470623,74.12801903,88.77555581,94.80480342,98.54342431,31,8.722645709,99.76607396
576,18,ht,%,,14957-5,digital stadiometer,,full-body,1.0003722,4.835278652,9.404054114,23.54268192,47.99617096,75.27725262,88.80739048,94.91120512,98.63264669,823,0.15460315,99.49876026
577,435,height,%,,14958-3,self-reported,,height,1.214737949,5.499130907,10.78463173,25.20866699,49.07109085,73.2598329,88.74293282,94.60947253,99.12620777,6241,0.00974611,99.99734777
578,496,ht,quantile,,14957-5,self-reported,,full-body,0.01355502,0.051561886,0.091668446,0.248190617,0.463626746,0.717999611,0.881960326,0.913763889,0.926667867,101,0.010854226,0.97851653
579,553,ht,percentile,,14957-5,digital stadiometer,,height,1.03591422,4.820733782,9.440302229,24.55913226,49.77771985,75.52286527,90.28035272,94.69759535,98.85506573,1657,0.079856721,99.96375046
580,167,ht,percentile,,14958-3,stadiometer,,height,3.964655707,6.624489993,15.39078843,35.44142799,57.38264072,78.131805,89.71428212,93.43061858,99.15550234,92,0.649439344,99.81868762
581,396,ht,%,,14958-3,stadiometer,,full-body,1.582289345,5.014034317,10.47430443,26.59695834,51.19422486,73.96088596,88.62698341,95.50025297,99.17164617,578,0.2732482,99.8057885
582,255,height,percentile,,14958-3,digital stadiometer,,height,1.960313929,4.120919734,9.629750889,20.06875032,48.94003298,70.31559106,87.40901206,96.80495435,99.04661121,57,1.876742651,99.08613042
583,325,height,percentile,,14958-3,height rod,,body,2.352406746,4.761983889,6.052368572,31.22624726,61.88238316,75.08873649,96.55515345,97.74331209,99.26930999,30,1.613451359,99.79038987
584,12,height,percentile,,14957-5,digital stadiometer,,height,2.15196159,8.784796545,17.3382353,33.37575827,54.59197293,73.42467286,83.56873932,91.49607732,97.88878334,72,0.75379291,98.98188753
585,41,height,%,,14957-5,height rod,,height,0.814998608,4.895994228,10.45784355,25.7733656,50.90346642,75.4086031,90.58926843,95.21111911,99.12225041,7037,0.01969028,99.97157161
586,455,height,percentile,,14957-5,self-reported,,full-body,1.705651579,2.887144458,6.252852226,39.79518493,56.36577447,62.371987,72.59206168,79.31573895,91.15031226,22,1.406444521,94.21138853
587,448,height,%,,14958-3,digital stadiometer,,height,3.038851123,6.062205267,8.901681835,21.65745245,52.0276602,59.39907062,74.71287104,83.88949682,89.07097476,15,2.283012587,90.36634424
588,354,ht,quantile,,14957-5,height rod,,body,0.021608382,0.048352091,0.091694916,0.247815779,0.50185142,0.735041575,0.912206598,0.951957053,0.990415792,378,0.00131629,0.997319612
589,4,height,%,,14958-3,digital stadiometer,,body,1.089765451,4.824950523,10.35088901,25.29211999,49.38700999,75.07714207,89.14183107,94.31606143,98.8785001,1564,0.171084935,99.93914146
590,596,ht,percentile,,14958-3,stadiometer,,full-body,10.34983192,12.75840972,15.76913196,18.32385051,23.19513414,47.98688987,86.22287392,89.21953003,91.61685491,11,9.74768747,92.21618613
